ts_code,ann_date,proc,回购金额比例,回购股本比例,回购溢价,信心强度,roe,pb,破净,dv_ttm,ocf_to_profit,事件前2月跌幅,cur_close,high_limit,low_limit,现价低于回购上限
002623.SZ,2026-06-16,完成,0.05084219225470591,0.03107794934793996,0.5564913640375455,1.8988777901097547,-3.722,1.2394,False,2.2766,,-0.21179307,18.889488,29.94,23.34,True
688186.SH,2026-04-30,完成,0.036166148193154384,0.032371994893096764,0.1942216397883414,1.872240720187446,0.1115,1.1699,False,1.3826,-553.9687,-0.18076152,17.626076,26.06,20.02,True
688588.SH,2026-04-29,完成,0.02811300794749896,0.024999374828133986,0.23801548387964555,1.784437045258355,-0.1614,3.7691,False,1.6692,88.9261,-0.1702128,10.91493,15.8,11.93,True
688296.SH,2026-04-02,完成,0.02727371692997021,0.025829570079924997,0.18572095685020806,1.7839437661857196,-5.4657,2.4356,False,,,-0.09916288,13.0152,16.92,11.62,True
603836.SH,2026-04-17,完成,0.02422118300453081,0.02285474984005792,0.04548457182009935,1.6813417190775681,1.877,1.5078,False,1.1344,245.2581,-0.121273756,12.7102375,15.0,13.06,True
688606.SH,2026-06-05,实施,0.03685698917242917,0.03131275514120023,-0.25986831455932136,1.6764089283512147,5.6241,1.0343,False,3.9459,82.0432,-0.18040025,84.020424,68.29,47.0,False
300664.SZ,2026-04-28,完成,0.03803475834215166,0.03609367597334709,-0.34931559217800423,1.6688864224935256,1.6792,0.9747,True,1.7121,64.0326,-0.040677965,7.5330534,6.09,5.54,False
688317.SH,2026-06-19,实施,0.024876915070837752,0.02019084305722813,0.28775180355987806,1.646812183993094,-0.7671,0.9525,True,,,-0.19557738,18.241093,23.49,16.12,True
600273.SH,2026-04-09,完成,0.03697649754862324,0.03856481980608078,-0.43075337157696203,1.635713404858799,8.1514,1.2084,False,4.38,61.2238,-0.16223401,15.128893,11.62,8.02,False
301097.SZ,2026-06-17,实施,0.025679555596769082,0.02086165498130834,0.08107751439270228,1.6254778641016154,0.8221,2.6633,False,0.9541,366.1611,-0.13839799,54.73104,57.5,34.31,True
002633.SZ,2026-05-23,完成,0.02771908740894901,0.027066666666666666,-0.3170961991306569,1.6130225675175731,1.2174,6.7037,False,,-430.4911,0.054884672,24.657372,19.99,18.74,False
300633.SZ,2026-05-27,完成,0.022240883362605213,0.018536263647438565,0.27303686514986625,1.602540387224072,-0.3558,2.9344,False,0.4781,,-0.12413788,19.691984,28.15,23.28,True
