date,elg_net,lg_net,md_net,sm_net,turnover,main_net
2025-07-02,-157.53398399999998,-174.36889899999983,48.10932100000009,283.79352100000085,13767.267111,-331.9028829999998
2025-07-03,36.205002999999934,-60.95505900000036,-49.59872899999991,74.34879700000063,13095.867214,-24.750056000000427
2025-07-04,-86.45713100000023,-150.0913480000004,16.315685000000148,220.23279800000043,14283.648598,-236.54847900000064
2025-07-07,-42.0348049999997,-98.38348599999993,-17.824690999999643,158.24297700000034,12084.968370999999,-140.41829099999964
2025-07-08,105.17027100000008,-39.48761699999981,-113.35043400000036,47.66777599999979,14537.641257,65.68265400000027
2025-07-09,-118.5131120000001,-167.4297259999998,33.913426000000534,252.02940099999978,15049.761666,-285.9428379999999
2025-07-10,-61.44537199999988,-150.13520900000034,-8.966590999999642,220.54715199999958,14939.361208000002,-211.58058100000022
2025-07-11,-6.451683000000194,-133.92774200000017,-68.24698799999952,208.6263660000004,17118.439628,-140.37942500000037
2025-07-14,-148.191633,-117.57312599999979,78.44436800000072,187.32051000000016,14584.576664000002,-265.7647589999998
2025-07-15,-99.11850399999992,-155.68088799999953,33.21836899999976,221.58106299999952,16118.012752,-254.79939199999944
2025-07-16,-69.41363900000006,-64.93164699999988,2.1451989999994634,132.20008100000024,14418.537073999998,-134.34528599999993
2025-07-17,124.01178899999988,-54.155498999999466,-94.81859699999988,24.962315000000597,15391.163370999999,69.85629000000041
2025-07-18,-135.29700899999997,-121.1159049999997,36.085968999999764,220.32691799999998,15708.559536,-256.41291399999966
2025-07-21,-9.077436000000313,-127.33133799999952,-45.99174099999964,182.4004539999999,16996.870155,-136.40877399999982
2025-07-22,-137.59652700000032,-215.09701000000015,31.18479200000018,321.50867800000015,18927.249221,-352.69353700000045
2025-07-23,-169.97502899999992,-238.3635490000002,11.542601999998837,396.79603999999983,18642.746537,-408.3385780000001
2025-07-24,66.68262900000029,-96.63548999999985,-117.26170399999991,147.21458200000077,18444.01798,-29.952860999999558
2025-07-25,-144.13809499999957,-165.7066769999996,31.610258999999612,278.2346410000004,17869.894254,-309.8447719999991
2025-07-28,-28.145705000000074,-84.5836789999999,15.76564699999988,96.96366000000015,17419.263565000005,-112.72938399999998
2025-07-29,-136.95903100000024,-135.21642699999958,32.207494999999554,239.96799600000008,18029.007896,-272.1754579999998
2025-07-30,-253.301275,-275.6961530000001,85.06633900000006,443.93116600000036,18439.904334,-528.9974280000001
2025-07-31,-106.03373499999978,-194.76575400000067,-25.732854000000657,326.5323980000004,19357.588682999998,-300.79948900000045
2025-08-01,-131.11115199999995,-111.24428299999983,1.134872000001371,241.22047399999946,15981.842816,-242.35543499999977
2025-08-04,19.55978500000015,-58.25229899999946,-85.70015900000035,124.39268399999962,14984.250790000004,-38.692513999999306
2025-08-05,-18.506779000000282,-106.72008999999986,-14.36618599999994,139.59300300000012,15958.909,-125.22686900000014
2025-08-06,10.846760000000149,-121.33280099999979,-82.5450890000008,193.03118900000007,17338.144536,-110.48604099999964
2025-08-07,-93.7155080000002,-173.76951400000007,22.31094600000009,245.17405799999983,18252.66245,-267.4850220000003
2025-08-08,-129.28189000000003,-219.92811899999975,18.950673000000418,330.25926799999996,17100.254768000003,-349.2100089999998
2025-08-11,118.81243699999973,-45.95177399999946,-172.24579600000084,99.38508799999953,18267.391403999998,72.86066300000027
2025-08-12,-88.61777300000041,-143.36728500000015,-11.927929000000656,243.91303099999874,18811.214998,-231.98505800000055
2025-08-13,76.19289899999946,-99.02850800000057,-123.41102900000215,146.24662399999946,21505.563811,-22.835609000001114
2025-08-14,-254.35728200000003,-289.0627929999992,62.06858400000036,481.3515239999995,22788.997709,-543.4200749999992
2025-08-15,123.45326499999985,-99.85648000000045,-186.79095799999982,163.194238000001,22442.660386000003,23.5967849999994
2025-08-18,53.803844999999555,-191.29256800000073,-67.88789300000072,205.376675,27636.740907,-137.4887230000012
2025-08-19,-187.76746900000015,-263.0881469999999,-2.838240000000596,453.6937980000004,25877.905098,-450.85561600000005
2025-08-20,-124.70294799999967,-210.99954499999956,-11.300987000000477,347.00348799999955,24077.362334999998,-335.7024929999992
2025-08-21,-209.08443900000006,-307.8327700000003,55.79346900000125,461.12368300000134,24235.212096999996,-516.9172090000004
2025-08-22,141.41838200000004,-169.10021400000005,-199.47085600000023,227.1526449999988,25462.066343999995,-27.681832000000014
2025-08-25,-138.94800500000045,-303.960124000001,53.008759999999405,389.8994049999997,31404.055702000005,-442.9081290000014
2025-08-26,-191.70703599999993,-268.1376569999993,31.436615000000597,428.4081019999996,26776.049711,-459.8446929999992
2025-08-27,-407.4621130000003,-505.8580200000003,157.09142199999988,756.2287859999999,31649.347208,-913.3201330000006
2025-08-28,-122.21141300000026,-267.5300820000008,-18.08531999999881,407.82681300000104,29703.784467,-389.74149500000107
2025-08-29,-247.21946199999974,-280.44472299999893,116.62138900000006,411.04273799999953,27979.055156,-527.6641849999987
2025-09-01,-131.2857829999998,-232.93563799999953,8.495845000000298,355.7255280000001,27496.144753000004,-364.22142099999934
2025-09-02,-719.743321,-477.1021700000003,253.87757299999893,942.9679900000006,28746.67072,-1196.8454910000003
2025-09-03,-202.7770240000002,-276.3423699999988,31.887822999998928,447.2315649999991,23636.973261000003,-479.11939399999903
2025-09-04,-393.1410890000001,-283.6618980000004,4.192997999998927,672.6099850000008,25439.733993,-676.8029870000005
2025-09-05,290.07789300000036,-28.55177800000012,-212.56518599999995,-48.960998999997976,23043.131597,261.52611500000023
2025-09-08,-144.127991,-147.21454200000093,54.23557800000012,237.10702399999946,24184.302201,-291.3425330000009
2025-09-09,-274.4573930000007,-230.88656700000092,102.63792400000095,402.7060310000017,21181.771797,-505.34396000000163
2025-09-10,45.20620599999987,-58.14195399999991,-67.52468200000078,80.46049099999965,19778.589052999996,-12.935748000000046
2025-09-11,260.0912010000002,-157.00371300000026,-247.74803599999845,144.66061400000007,24373.875297,103.08748799999992
2025-09-12,-211.2747059999995,-161.51005299999863,63.17818799999952,309.60662899999915,25206.218233,-372.78475899999813
2025-09-15,-189.15064800000005,-151.3927399999991,86.57089800000041,253.97250099999906,22771.815758,-340.54338799999914
2025-09-16,-5.750116999999806,-159.7911259999998,-66.97034100000113,232.51153900000006,23411.746806999996,-165.5412429999996
2025-09-17,-150.9036579999998,-177.48182499999925,8.895141999998689,319.4903799999997,23764.949383,-328.38548299999906
2025-09-18,-332.00269600000007,-428.43430899999885,111.87565399999916,648.5613329999999,31347.775916000002,-760.4370049999989
2025-09-19,-206.3367080000002,-225.08237100000008,17.737392999999226,413.6816109999999,23234.889481000002,-431.41907900000024
2025-09-22,-12.914805999999865,-136.59529399999977,-15.50929199999869,165.01933699999972,21212.554803,-149.51009999999962
2025-09-23,-416.45316500000024,-345.21505600000023,134.7616700000003,626.9064810000017,24940.762045000003,-761.6682210000005
2025-09-24,110.54252699999958,-113.33651199999973,-176.59758799999952,179.39161799999923,23265.297733,-2.7939850000001485
2025-09-25,-56.93965700000003,-179.05748999999986,37.808659999999406,198.18853400000035,23708.739932000004,-235.9971469999999
2025-09-26,-428.11142599999977,-273.762136999999,141.21271799999923,560.6608779999987,21466.925162,-701.8735629999987
2025-09-29,78.71437100000009,-112.56298400000036,-112.77213999999911,146.62085600000023,21612.274956,-33.84861300000027
2025-09-30,-205.48310199999958,-122.41485500000044,87.64452800000161,240.25336700000017,21811.153455,-327.897957
2025-10-09,-135.85061599999963,-119.51745,96.46606599999964,158.902,26526.965335,-255.36806599999963
2025-10-10,-579.0721269999996,-350.5253070000008,266.4234390000001,663.1740299999997,25152.746859,-929.5974340000004
2025-10-13,-150.50324700000024,-248.13632200000137,-1.5843480000019075,400.2239659999996,23544.354965000002,-398.63956900000164
2025-10-14,-391.81365899999963,-238.00767600000054,187.05129899999946,442.77009399999974,25759.086013,-629.8213350000002
2025-10-15,-8.230808999999985,-84.70784200000018,-104.18745599999875,197.12608799999953,20726.044296000004,-92.93865100000016
2025-10-16,-196.7234,-189.15978600000068,144.52741599999965,241.35575700000078,19309.161557,-385.8831860000007
2025-10-17,-458.877168,-335.6826460000001,164.51413900000006,630.045654999999,19117.56923,-794.5598140000001
2025-10-20,31.546283999999986,-116.0044700000003,-101.47904200000018,185.9372990000002,17374.106878,-84.45818600000031
2025-10-21,158.1008960000001,-60.29359299999923,-159.36870799999983,61.56137499999925,18737.119284000004,97.80730300000087
2025-10-22,-142.0024129999999,-172.89780399999992,89.35548799999953,225.54478400000036,16676.466753,-314.9002169999998
2025-10-23,-122.71887800000012,-135.08778700000047,8.760820999999344,249.04603400000036,16436.880127,-257.8066650000006
2025-10-24,186.37958000000046,-37.52405,-109.31771000000015,-39.53774499999955,19740.266464,148.85553000000044
2025-10-27,3.7568659999996425,-79.65934499999955,-3.5402970000013707,79.4426799999982,23399.338029,-75.9024789999999
2025-10-28,-153.55542700000032,-187.23549700000063,30.24050600000173,310.5504900000006,21476.627809,-340.7909240000009
2025-10-29,33.83921400000006,-40.01806799999997,-79.87065199999958,86.04956899999976,22557.850555,-6.178853999999909
2025-10-30,-466.88585800000055,-298.7701010000005,227.2051600000009,538.4508560000003,24214.035112,-765.6559590000011
2025-10-31,-246.2020429999996,-191.23879600000157,4.16076099999845,433.2800310000017,23175.237322,-437.4408390000012
2025-11-03,-88.75256200000011,-132.69608599999995,29.728687999999522,191.71997600000202,21068.991248000002,-221.44864800000005
2025-11-04,-375.2787030000001,-200.06309499999955,174.95775500000045,400.3839700000003,19154.499724,-575.3417979999997
2025-11-05,-26.358886999999733,-107.79596799999922,-40.84892599999979,175.00378500000014,18721.485901,-134.15485499999895
2025-11-06,44.21979899999984,-82.20291699999943,-52.81691399999857,90.80007599999905,20549.961701000004,-37.98311799999959
2025-11-07,-120.3600620000001,-177.0422469999999,45.66728200000003,251.73502599999978,19987.279566,-297.402309
2025-11-10,-121.33702699999958,-132.9535950000003,3.7794030000001193,250.51126899999977,21742.190464000003,-254.29062199999987
2025-11-11,-224.79662200000024,-167.4513289999999,79.184325,313.0636,19934.092979,-392.24795100000017
2025-11-12,-227.5272290000003,-214.40973399999888,78.53428699999974,363.4026469999999,19449.018844,-441.9369629999992
2025-11-13,177.501075,-52.79845899999961,-129.39831800000073,4.69563599999994,20418.291533,124.70261600000038
2025-11-14,-379.0373909999996,-241.06822899999992,130.92801499999985,489.1776009999998,19579.23863,-620.1056199999996
2025-11-17,-47.20335300000012,-121.23957800000012,-2.50765700000003,170.95056699999944,19106.474593,-168.44293100000024
2025-11-18,-354.1004130000003,-270.1360280000001,153.5949799999997,470.6413970000006,19258.580491,-624.2364410000005
2025-11-19,-178.90348500000016,-169.51461100000068,58.48093599999994,289.937168,17257.569143,-348.41809600000084
2025-11-20,-155.724941,-210.30606000000014,34.19864699999988,331.83233900000005,17080.327393999996,-366.0310010000002
2025-11-21,-521.5340100000002,-464.01431199999973,194.77227399999947,790.776207,19653.600285000004,-985.5483219999999
2025-11-24,-22.37500700000003,-107.8628690000005,-75.44957899999916,205.68745099999978,17275.524805,-130.23787600000054
2025-11-25,110.84197399999984,-22.72238000000045,-61.79928200000003,-26.320322000000626,18120.075783,88.11959399999938
2025-11-26,20.127392000000178,-130.24259099999963,11.516470000001043,98.59884299999997,17832.159798,-110.11519899999945
2025-11-27,-81.4728879999999,-104.74475,2.6610489999994638,183.5564849999994,17096.923103999998,-186.2176379999999
2025-11-28,92.02338600000013,-23.772401999999584,-80.44153700000048,12.190592000000178,15856.698432999998,68.25098400000054
2025-12-01,40.36534800000005,-43.79824200000018,-15.410875999999046,18.84376099999994,18738.821323,-3.4328940000001325
